,ticker,ebit_date,ebit,ass_tot_date,ass_tot,book_equ_date,book_equ,share_rep_date,share_rep
2,UTMD,2020-03-31,3863000,2020-03-31,103194000.0,2020-03-31,94386000.0,2020-03-31,-6426000.0
3,UTMD,2019-12-31,4694000,2019-12-31,109787000.0,2019-12-31,101093000.0,2019-12-31,-6426000.0
0,EWBC,2020-09-30,0,2020-09-30,50371477000.0,2020-09-30,5126106000.0,2020-09-30,-31000.0
1,EWBC,2020-06-30,0,2020-06-30,49407593000.0,2020-06-30,4987243000.0,2020-06-30,-16000.0
2,EWBC,2020-03-31,0,2020-03-31,45948545000.0,2020-03-31,4902985000.0,2020-03-31,-153575000.0
3,EWBC,2019-12-31,0,2019-12-31,44196096000.0,2019-12-31,5017617000.0,2019-12-31,-405000.0
0,BEN,2020-09-30,409800000,2020-09-30,20220900000.0,2020-09-30,10114500000.0,2020-09-30,
1,BEN,2020-06-30,202400000,2020-06-30,15617000000.0,2020-06-30,10114200000.0,2020-06-30,-900000.0
2,BEN,2020-03-31,356100000,2020-03-31,14666200000.0,2020-03-31,9903400000.0,2020-03-31,-66000000.0
3,BEN,2019-12-31,392700000,2019-12-31,15001800000.0,2019-12-31,10081600000.0,2019-12-31,-121400000.0
0,ADVM,2020-09-30,-28004000,2020-09-30,507711000.0,2020-09-30,464712000.0,2020-09-30,
1,ADVM,2020-06-30,-29775000,2020-06-30,331176000.0,2020-06-30,282563000.0,2020-06-30,-121000.0
2,ADVM,2020-03-31,-23791000,2020-03-31,348599000.0,2020-03-31,303953000.0,2020-03-31,-1922000.0
3,ADVM,2019-12-31,-19653000,2019-12-31,222727000.0,2019-12-31,174957000.0,2019-12-31,-59000.0
0,BKD,2020-09-30,-24754000,2020-09-30,7007927000.0,2020-09-30,841856000.0,2020-09-30,-61000.0
1,BKD,2020-06-30,-46319000,2020-06-30,7424543000.0,2020-06-30,937557000.0,2020-06-30,-53000.0
2,BKD,2020-03-31,105107000,2020-03-31,7501695000.0,2020-03-31,1049879000.0,2020-03-31,-22021000.0
3,BKD,2019-12-31,6248000,2019-12-31,7194433000.0,2019-12-31,696356000.0,2019-12-31,-5625000.0
0,RYAAY,2020-09-30,10800000,2020-09-30,14684400000.0,2020-09-30,4978700000.0,2020-09-30,
1,RYAAY,2020-06-30,-187600000,2020-06-30,14593800000.0,2020-06-30,4666300000.0,2020-06-30,
2,RYAAY,2020-03-31,-252200000,2020-03-31,14747200000.0,2020-03-31,4914500000.0,2020-03-31,-209000000.0
3,RYAAY,2019-12-31,91300000,2019-12-31,14861000000.0,2019-12-31,6257700000.0,2019-12-31,-145500000.0
